TaskID;Type;FailOnCondition;StayActive;TargetQty;ItemName;ItemDropVC;ItemDropProbability;ChestDropProbability;EnforceLocationRequirement;TerritoryID;POITag;GameModeID;LootTag;PauseAndClearLootOnTaskComplete;AwardOnlyOnce;ShouldCheckPoints;GuranteedDropAttempts;TargetThreshold;CraftingRecipeId;CraftAnyRecipe;InteractTag;UIScreenTag;TriggerAreaType;KillEnemyType;KillEnemyWeaponID;Duration;TaskBuySellType;IsPurchaseOrEarn;IsExactMatch;UseTypeAffix;TypeAffix;UseMatAffix;MatAffix;UseMagicAffix;MagicAffix;MapMarkerMapIcon;MapMarkerTitleLocTag;MapMarkerDescriptionLocTag;MapMarkerWorldPositionX;MapMarkerWorldPositionY;MapMarkerWorldDistanceThreshold;UseLargeItemDisplay;TP_TargetTag;TP_DescriptionTag;OverrideLocation;IsHidden;CompletedNotificationId;GridLayout;CommunityGoalTag;HideChildren;TriggerAnalyticsEvent;SubTask1;SubTask2;SubTask3;SubTask4;SubTask5
0831_0105_d_02_01_04_Have_2_StarmetalIngot;TaskHaveItems;;0;2;IngotT4;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0831_0105_LastArgument_Perfection_acquire_item;;0;;;;;;;;;;
0831_0105_d_02_02_container_LastArgument_Perfection_create;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;0831_0105_d_02_02_01_CraftRecipe_CustomBlunderbussLock;0831_0105_d_02_02_02_HaveAndReturnItems_1_CustomBlunderbussLock;;;
0831_0105_d_02_02_01_CraftRecipe_CustomBlunderbussLock;TaskCraftRecipe;;0;1;;;0;0;false;;;;;;false;;0;;0831_0104_CustomBlunderbussLock;;;;;;;0;;;;;;;;;;;;;;;;;;@0831_0105_LastArgument_Perfection_craft_quest_item;;0;;;;;;;;;;
0831_0105_d_02_02_02_HaveAndReturnItems_1_CustomBlunderbussLock;TaskHaveAndReturnItems;;1;1;0831_0105_CustomBlunderbussLock;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
0831_0106_d_00_container_LastArgument_Receiver;SimpleTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;0831_0106_d_01_container_LastArgument_Receiver_prep;0831_0106_d_02_container_LastArgument_Receiver_gather;;;
0831_0106_d_01_container_LastArgument_Receiver_prep;SimpleTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;0831_0106_d_01_01_IncompleteText_Receiver_Active;0831_0106_d_01_02_GiveItem_1_AzothReceiver;;;
0831_0106_d_01_01_IncompleteText_Receiver_Active;TaskUnlockAchievement;;1;1;Incomplete_LastArgument_03;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
0831_0106_d_01_02_GiveItem_1_AzothReceiver;TaskGiveItem;;0;1;0831_0106_AzothReceiver;;100;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
0831_0106_d_02_container_LastArgument_Receiver_gather;SimpleTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;0831_0106_d_02_01_GatherAndReturnItems_12_PowderedAzothResidue;0831_0106_d_02_02_GatherAndReturnItems_6_PureGoldFlakes;;;
0831_0106_d_02_01_GatherAndReturnItems_12_PowderedAzothResidue;TaskGatherAndReturnItems;;1;12;0831_0106_PowderedAzothResidue;AzothWater;100;0;false;;;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0831_0106_LastArgument_Receiver_gather_azoth;;0;;;;;;;;;;
0831_0106_d_02_02_GatherAndReturnItems_6_PureGoldFlakes;TaskGatherAndReturnItems;;1;6;0831_0106_PureGoldFlakes;GoldSmall,GoldMedium,GoldLarge;100;0;false;;;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0831_0106_LastArgument_Receiver_gather_gold;;0;;;;;;;;;;
0831_0107_d_00_container_LastArgument_Darkness;SimpleTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;0831_0107_d_01_GiveItem_1_FilledAzothReceiver;0831_0107_d_02_TaskKill_60_Darkness;;;
0831_0107_d_01_GiveItem_1_FilledAzothReceiver;TaskGiveAndTakeItem;;0;1;0831_0107_FilledAzothReceiver;;100;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
0831_0107_d_02_TaskKill_60_Darkness;TaskKillContribution;;1;60;;;0;0;false;;;;;;false;;0;;;;;;;Darkness;;0;;;;;;;;;;;;;;;;;;@0831_0107_LastArgument_Darkness_kill_darkness;;0;;;;;;;;;;
0831_0108_d_00_container_LastArgument_Barrels;SimpleTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;0831_0108_d_01_IncompleteText_Barrels_Active;0831_0108_d_02_container_LastArgument_Barrels_tasks;;;
0831_0108_d_01_IncompleteText_Barrels_Active;TaskUnlockAchievement;;0;1;Incomplete_LastArgument_04;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
0831_0108_d_02_container_LastArgument_Barrels_tasks;SimpleTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;0831_0108_d_02_01_container_LastArgument_Barrels_palace;0831_0108_d_02_02_container_LastArgument_Barrels_rivets;;;
0831_0108_d_02_01_container_LastArgument_Barrels_palace;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;0831_0108_d_02_01_01_GoToPOI_ImperialPalace;0831_0108_d_02_01_02_container_LastArgument_Barrels_collect;;;
0831_0108_d_02_01_01_GoToPOI_ImperialPalace;TaskGoToPOITag;;1;0;;;0;0;false;;empressfortress_20201;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0831_0108_LastArgument_Barrels_goto_ImperialPalace;;0;;;;;;;;;;
0831_0108_d_02_01_02_container_LastArgument_Barrels_collect;SimpleTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0831_0108_LastArgument_Barrels_in_palace;;0;;;;;;0831_0108_d_02_01_02_01_HaveAndReturnItems_12_BrokenImperialMuskets;0831_0108_d_02_01_02_02_HaveAndReturnItems_8_TaintedArmorPlate;;;
0831_0108_d_02_01_02_01_HaveAndReturnItems_12_BrokenImperialMuskets;TaskHaveAndReturnItems;;1;12;0831_0108_BrokenImperialMusket;Dynasty_Musketeer_08QP08_ELITE;100;0;true;;empressfortress_20201;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0831_0108_LastArgument_Barrels_killtoken_from_target;;0;;;;;;;;;;
0831_0108_d_02_01_02_02_HaveAndReturnItems_8_TaintedArmorPlate;TaskHaveAndReturnItems;;1;8;0831_0108_TaintedArmorPlate;Dynasty_Warrior_08QP08_ELITE;100;0;true;;empressfortress_20201;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0831_0108_LastArgument_Barrels_killtoken_from_target;;0;;;;;;;;;;
0831_0108_d_02_02_container_LastArgument_Barrels_rivets;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;0831_0108_d_02_02_01_GoToPOI_StormcourtShipment;0831_0108_d_02_02_02_container_LastArgument_Barrels_rivetsgroup;;;
0831_0108_d_02_02_01_GoToPOI_StormcourtShipment;TaskGoToPOITag;;1;0;;;0;0;true;;Pirate_Shipwreck_30226;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0831_0108_LastArgument_Barrels_goto_Stormcourt;;0;;;;;;;;;;
0831_0108_d_02_02_02_container_LastArgument_Barrels_rivetsgroup;SimpleTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0831_0108_LastArgument_Barrels_in_stormcourt;;0;;;;;;0831_0108_d_02_02_02_01_GatherAndReturnItems_20_OrichalcumRivets;0831_0108_d_02_02_02_02_GatherAndReturnItems_20_OrichalcumRivets;0831_0108_d_02_02_02_03_GatherAndReturnItems_20_OrichalcumRivets;0831_0108_d_02_02_02_04_GatherAndReturnItems_20_OrichalcumRivets;
0831_0108_d_02_02_02_01_GatherAndReturnItems_20_OrichalcumRivets;TaskGatherAndReturnItems;;1;20;0831_0108_OrichalcumRivets;0831_DiscardedArmorPile;100;0;false;;;;;1;false;;0;;;;IO_0831_DiscardedArmorPile;;;0831_DiscardedArmorPile_interact;;0;;;;;;;;;;;;;;;;;;@0831_0108_LastArgument_Barrels_gather_from_IO;;0;;;;;;;;;;
0831_0108_d_02_02_02_02_GatherAndReturnItems_20_OrichalcumRivets;TaskGatherAndReturnItems;;1;20;0831_0108_OrichalcumRivets;0831_DiscardedArmorPile;100;0;false;;;;;1;false;;0;;;;IO_0831_DiscardedArmorPile;;;0831_DiscardedArmorPile_interact;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
0831_0108_d_02_02_02_03_GatherAndReturnItems_20_OrichalcumRivets;TaskGatherAndReturnItems;;1;20;0831_0108_OrichalcumRivets;0831_DiscardedArmorPile;80;0;false;;;;;1;false;;0;;;;IO_0831_DiscardedArmorPile;;;0831_DiscardedArmorPile_interact;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
0831_0108_d_02_02_02_04_GatherAndReturnItems_20_OrichalcumRivets;TaskGatherAndReturnItems;;1;20;0831_0108_OrichalcumRivets;0831_DiscardedArmorPile;50;0;false;;;;;1;false;;0;;;;IO_0831_DiscardedArmorPile;;;0831_DiscardedArmorPile_interact;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
0831_0109_d_00_container_LastArgument_Ignition;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;0831_0109_d_01_container_LastArgument_Ignition_prep;0831_0109_d_02_container_LastArgument_Ignition_tasks;0831_0109_d_03_container_LastArgument_Ignition_create;;
0831_0109_d_01_container_LastArgument_Ignition_prep;SimpleTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;0831_0109_d_01_01_IncompleteText_Ignition_Active;0831_0109_d_01_02_GiveItem_1_Recipe_GunpowderAdditive;;;
0831_0109_d_01_01_IncompleteText_Ignition_Active;TaskUnlockAchievement;;0;1;Incomplete_LastArgument_05;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
0831_0109_d_01_02_GiveItem_1_Recipe_GunpowderAdditive;TaskGiveItem;;0;1;WorkOrder_0831_0109_GunpowderAdditive;;100;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
0831_0109_d_02_container_LastArgument_Ignition_tasks;SimpleTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;0831_0109_d_02_01_container_LastArgument_Ignition_charcoal;0831_0109_d_02_02_container_LastArgument_Ignition_ingredients;;;
0831_0109_d_02_01_container_LastArgument_Ignition_charcoal;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;0831_0109_d_02_01_01_GoToArea_GreaterTribulation;0831_0109_d_02_01_02_HaveAndReturnItems_5_TaintedWyrdcoal;;;
0831_0109_d_02_01_01_GoToArea_GreaterTribulation;TaskGoToPOITag;;1;0;;;0;0;false;;myrkgardwest;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0831_0109_LastArgument_Ignition_goto_area;;0;;;;;;;;;;
0831_0109_d_02_01_02_HaveAndReturnItems_5_TaintedWyrdcoal;TaskHaveItems;;0;5;0831_0109_TaintedWyrdcoal;Damned_Rifleman_M-F_07SM06b;100;0;true;;myrkgardwest;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0831_0109_LastArgument_Ignition_killtoken_from_target;;0;;;;;;;;;;
0831_0109_d_02_02_container_LastArgument_Ignition_ingredients;SimpleTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;0831_0109_d_02_02_01_Have_12_Saltpeter;0831_0109_d_02_02_02_Have_20_Flint;;;
0831_0109_d_02_02_01_Have_12_Saltpeter;TaskHaveItems;;0;12;SaltpeterT1;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0831_0109_LastArgument_Ignition_have_item;;0;;;;;;;;;;
0831_0109_d_02_02_02_Have_20_Flint;TaskHaveItems;;0;20;FlintT1;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0831_0109_LastArgument_Ignition_have_item;;0;;;;;;;;;;
0831_0109_d_03_container_LastArgument_Ignition_create;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;0831_0109_d_03_01_SwapActive_LastArgument_FinalNPCs_On;0831_0109_d_03_02_CraftRecipe_1_GunpowderAdditive;0831_0109_d_03_03_HaveAndReturnItems_1_GunpowderAdditive;;
0831_0109_d_03_01_SwapActive_LastArgument_FinalNPCs_On;TaskUnlockAchievement;;0;1;SwapActive_LastArgument_FinalNPCs_On;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
0831_0109_d_03_02_CraftRecipe_1_GunpowderAdditive;TaskCraftRecipe;;0;1;;;0;0;false;;;;;;false;;0;;0831_0109_GunpowderAdditive;;;;;;;0;;;;;;;;;;;;;;;;;;@0831_0109_LastArgument_Ignition_craft_item;;0;;;;;;;;;;
0831_0109_d_03_03_HaveAndReturnItems_1_GunpowderAdditive;TaskHaveAndReturnItems;;1;1;0831_0109_GunpowderAdditive;;100;0;false;;;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
FM_0801_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_0801_tasks_first_container;M_ReturnToGiver;;;
FM_0801_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_0801_leg_A_task;FM_0801_leg_B_task;FM_0801_leg_C_task;;
FM_0801_leg_A_task;TaskKillContribution;;0;8;;;0;0;true;;alligator_habitat_40275;;;1;false;;0;;;;;;;Beast;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0801_leg_B_task;TaskKillContribution;;0;8;;;0;0;true;;Dynasty_EarthShrine_30231;;;1;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0801_leg_C_task;TaskKillContribution;;0;8;;;0;0;true;;Dryad_Ruins_30233;;;1;false;;0;;;;;;;AngryEarth;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0802_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_0802_tasks_first_container;M_ReturnToGiver;;;
FM_0802_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_0802_leg_A_task;FM_0802_leg_B_task;FM_0802_leg_C_task;;
FM_0802_leg_A_task;TaskKillContribution;;0;4;;;0;0;true;;Dynasty_Wall_30243;;;1;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0802_leg_B_task;TaskKillContribution;;0;8;;;0;0;true;;Dynasty_MountainTemple_30235;;;1;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0802_leg_C_task;TaskKillContribution;;0;8;;;0;0;true;;Pirate_Harbor_30239;;;1;false;;0;;;;;;;Lost;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0803_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_0803_tasks_first_container;M_ReturnToGiver;;;
FM_0803_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_0803_leg_A_task;FM_0803_leg_B_task;FM_0803_leg_C_task;;
FM_0803_leg_A_task;TaskKillContribution;;0;8;;;0;0;true;;Dryad_Ruins_30229;;;1;false;;0;;;;;;;AngryEarth;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0803_leg_B_task;TaskKillContribution;;0;8;;;0;0;true;;Dynasty_Shipwreck_30227;;;1;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0803_leg_C_task;TaskKillContribution;;0;8;;;0;0;true;;Dynasty_FireShrine_30228;;;1;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0804_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_0804_tasks_first_container;M_ReturnToGiver;;;
FM_0804_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_0804_leg_A_task;FM_0804_leg_B_task;FM_0804_leg_C_task;;
FM_0804_leg_A_task;TaskKillContribution;;0;8;;;0;0;true;;Tiger_Cave_30236;;;1;false;;0;;;;;;;Beast;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0804_leg_B_task;TaskKillContribution;;0;8;;;0;0;true;;Dynasty_Wall_30242;;;1;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0804_leg_C_task;TaskKillContribution;;0;8;;;0;0;true;;Dryad_Ruins_30229;;;1;false;;0;;;;;;;AngryEarth;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0805_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_0805_tasks_first_container;M_ReturnToGiver;;;
FM_0805_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_0805_leg_A_task;FM_0805_leg_B_task;FM_0805_leg_C_task;;
FM_0805_leg_A_task;TaskKillContribution;;0;8;;;0;0;true;;Dynasty_WaterShrine_30234;;;1;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0805_leg_B_task;TaskKillContribution;;0;8;;;0;0;true;;Dynasty_EarthShrine_30231;;;1;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0805_leg_C_task;TaskKillContribution;;0;8;;;0;0;true;;Dynasty_FireShrine_30228;;;1;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0806_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_0806_tasks_first_container;M_ReturnToGiver;;;
FM_0806_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_0806_leg_A_task;FM_0806_leg_B_task;FM_0806_leg_C_task;;
FM_0806_leg_A_task;TaskKillContribution;;0;8;;;0;0;true;;dynasty_temple_40339;;;1;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0806_leg_B_task;TaskKillContribution;;0;8;;;0;0;true;;dynasty_shrine_30312;;;1;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0806_leg_C_task;TaskKillContribution;;0;8;;;0;0;true;;dynasty_shrine_30302;;;1;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0807_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_0807_tasks_first_container;M_ReturnToGiver;;;
FM_0807_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_0807_leg_A_task;FM_0807_leg_B_task;FM_0807_leg_C_task;;
FM_0807_leg_A_task;TaskKillContribution;;0;8;;;0;0;true;;dynasty_shrine_30312;;;1;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0807_leg_B_task;TaskKillContribution;;0;8;;;0;0;true;;graveyard_40338;;;1;false;;0;;;;;;;Lost;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0807_leg_C_task;TaskKillContribution;;0;8;;;0;0;true;;dynasty_temple_40339;;;1;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0808_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_0808_tasks_first_container;M_ReturnToGiver;;;
FM_0808_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_0808_leg_A_task;FM_0808_leg_B_task;FM_0808_leg_C_task;;
FM_0808_leg_A_task;TaskKillContribution;;0;8;;;0;0;true;;Dynasty_Cavern_30241;;;1;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0808_leg_B_task;TaskKillContribution;;0;8;;;0;0;true;;Dynasty_Monastery_30240;;;1;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0808_leg_C_task;TaskKillContribution;;0;8;;;0;0;true;;dynasty_bridge_20202;;;1;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0809_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_0809_tasks_first_container;M_ReturnToGiver;;;
FM_0809_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_0809_leg_A_task;FM_0809_leg_B_task;FM_0809_leg_C_task;;
FM_0809_leg_A_task;TaskKillContribution;;0;8;;;0;0;true;;dynasty_shrine_20203;;;1;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0809_leg_B_task;TaskKillContribution;;0;8;;;0;0;true;;dynasty_bridge_20202;;;1;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0809_leg_C_task;TaskKillContribution;;0;8;;;0;0;true;;empressfortress_20201;;;1;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0810_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_0810_tasks_first_container;M_ReturnToGiver;;;
FM_0810_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_0810_leg_A_task;FM_0810_leg_B_task;FM_0810_leg_C_task;;
FM_0810_leg_A_task;TaskKillContribution;;0;8;;;0;0;true;;empressfortress_20201;;;1;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0810_leg_B_task;TaskKillContribution;;0;8;;;0;0;true;;dynasty_bridge_20202;;;1;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0810_leg_C_task;TaskKillContribution;;0;8;;;0;0;true;;Dynasty_Monastery_30240;;;1;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_S_0801_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_S_0801_tasks_first_container;M_ReturnToGiver;;;
FM_S_0801_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_S_0801_leg_A_task;FM_S_0801_leg_B_task;FM_S_0801_leg_C_task;;
FM_S_0801_leg_A_task;TaskKillContribution;;0;8;;;0;0;true;;alligator_habitat_40275;;;1;false;;0;;;;;;;Beast;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_S_0801_leg_B_task;TaskKillContribution;;0;8;;;0;0;true;;Dynasty_EarthShrine_30231;;;1;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_S_0801_leg_C_task;TaskKillContribution;;0;8;;;0;0;true;;Dryad_Ruins_30233;;;1;false;;0;;;;;;;AngryEarth;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
